geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.84930169905178,2.3945270999999995;"{""coordinates"": [2.3945271, 48.84930169905178], ""type"": ""Point""}";n2177689674;NON;6;;public;NON;NON;arceaux;75111;11e Arrondissement;2018-05;
48.84661189905176,2.3264475;"{""coordinates"": [2.3264475, 48.84661189905176], ""type"": ""Point""}";n5628335813;NON;4;;public;NON;NON;arceaux;75106;6e Arrondissement;2021-05;
48.877273999051965,2.342318999999999;"{""coordinates"": [2.342319, 48.877273999051965], ""type"": ""Point""}";n6983447396;NON;14;;public;NON;NON;arceaux;75109;9e Arrondissement;2020-09;
48.88449799905201,2.3148710999999995;"{""coordinates"": [2.3148711, 48.88449799905201], ""type"": ""Point""}";n5396813216;NON;20;;public;NON;NON;arceaux;75117;17e Arrondissement;2018-02;
48.821567899051594,2.3081621999999986;"{""coordinates"": [2.3081622, 48.821567899051594], ""type"": ""Point""}";n8855050489;NON;6;;public;NON;NON;arceaux;92046;Malakoff;2021-06;
48.881113499052006,2.3739687999999988;"{""coordinates"": [2.3739688, 48.881113499052006], ""type"": ""Point""}";n4542041166;NON;12;;public;NON;NON;arceaux;75119;19e Arrondissement;2016-12;
48.85765529905183,2.2771971;"{""coordinates"": [2.2771971, 48.85765529905183], ""type"": ""Point""}";n5615336501;NON;6;;public;NON;NON;inconnu;75116;16e Arrondissement;2018-05;
48.87159469905191,2.2304345999999993;"{""coordinates"": [2.2304346, 48.87159469905191], ""type"": ""Point""}";n4131422875;NON;6;;public;NON;NON;arceaux;92073;Suresnes;2019-10;
48.87832649905197,2.2891204000000007;"{""coordinates"": [2.2891204, 48.87832649905197], ""type"": ""Point""}";n7614492858;NON;10;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-06;
48.86413679905188,2.375465699999999;"{""coordinates"": [2.3754657, 48.86413679905188], ""type"": ""Point""}";n433407073;NON;24;;public;NON;NON;inconnu;75111;11e Arrondissement;2018-05;
48.83276989905166,2.328075899999999;"{""coordinates"": [2.3280759, 48.83276989905166], ""type"": ""Point""}";n7484481282;NON;12;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-03;
48.846526599051764,2.454814799999999;"{""coordinates"": [2.4548148, 48.846526599051764], ""type"": ""Point""}";n429178959;NON;10;;public;NON;NON;arceaux;94080;Vincennes;2021-12;
48.85277499905179,2.290601099999999;"{""coordinates"": [2.2906011, 48.85277499905179], ""type"": ""Point""}";n8384550093;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07;
48.889875299052036,2.3494907999999994;"{""coordinates"": [2.3494908, 48.889875299052036], ""type"": ""Point""}";n635743089;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2018-05;
48.85644709905181,2.3713503;"{""coordinates"": [2.3713503, 48.85644709905181], ""type"": ""Point""}";n5148552349;NON;8;;public;NON;NON;arceaux;75111;11e Arrondissement;2018-05;
48.872110199051924,2.3592611999999997;"{""coordinates"": [2.3592612, 48.872110199051924], ""type"": ""Point""}";n7628328732;NON;10;;public;NON;NON;arceaux;75110;10e Arrondissement;2020-12;
48.89277879905206,2.4117472;"{""coordinates"": [2.4117472, 48.89277879905206], ""type"": ""Point""}";n9363421967;NON;10;;public;NON;NON;arceaux;93055;Pantin;2021-12;
48.8091330990515,2.3350071999999993;"{""coordinates"": [2.3350072, 48.8091330990515], ""type"": ""Point""}";n3544922828;NON;10;;public;NON;NON;arceaux;94003;Arcueil;2015-05;
48.82640269905162,2.3279696000000007;"{""coordinates"": [2.3279696, 48.82640269905162], ""type"": ""Point""}";n5628642380;NON;18;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-12;
48.86293639905186,2.4408697999999998;"{""coordinates"": [2.4408698, 48.86293639905186], ""type"": ""Point""}";n5759690121;NON;56;Véligo;public;OUI;OUI;inconnu;93048;Montreuil;2020-12;
48.827709599051644,2.3546612999999987;"{""coordinates"": [2.3546613, 48.827709599051644], ""type"": ""Point""}";n7536821449;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-12;
48.82807119905162,2.3354523;"{""coordinates"": [2.3354523, 48.82807119905162], ""type"": ""Point""}";n9352296359;NON;4;;public;NON;NON;autres;75114;14e Arrondissement;2021-12;
48.83046609905164,2.3473804999999994;"{""coordinates"": [2.3473805, 48.83046609905164], ""type"": ""Point""}";n7537095849;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-01;
48.77007869905125,2.0076490000000007;"{""coordinates"": [2.007649, 48.77007869905125], ""type"": ""Point""}";n5664200266;NON;6;;public;NON;NON;arceaux;78621;Trappes;2018-06;
48.8415392990517,2.3867081999999997;"{""coordinates"": [2.3867082, 48.8415392990517], ""type"": ""Point""}";n2177689618;NON;18;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
48.713266499050874,2.1989688;"{""coordinates"": [2.1989688, 48.713266499050874], ""type"": ""Point""}";n9176192824;NON;8;;public;NON;NON;arceaux;91477;Palaiseau;2021-10;
48.88451639905201,2.2432085;"{""coordinates"": [2.2432085, 48.88451639905201], ""type"": ""Point""}";n7523498343;NON;10;;public;NON;NON;arceaux;92062;Puteaux;2020-05;
48.722391699050924,2.2687787;"{""coordinates"": [2.2687787, 48.722391699050924], ""type"": ""Point""}";n8623670805;NON;0;;privee;NON;NON;inconnu;91377;Massy;2021-04;
48.83189769905166,2.3528221999999994;"{""coordinates"": [2.3528222, 48.83189769905166], ""type"": ""Point""}";n8842970062;NON;0;;public;NON;NON;autres;75113;13e Arrondissement;2021-06;
48.94497739905242,2.356870499999999;"{""coordinates"": [2.3568705, 48.94497739905242], ""type"": ""Point""}";n7814608573;NON;10;;public;NON;NON;inconnu;93066;Saint-Denis;2020-08;
48.843618099051746,2.3097653999999994;"{""coordinates"": [2.3097654, 48.843618099051746], ""type"": ""Point""}";n5628185723;NON;4;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-05;
48.76818499905124,1.9492790999999992;"{""coordinates"": [1.9492791, 48.76818499905124], ""type"": ""Point""}";n5664200274;NON;8;;public;NON;NON;arceaux;78208;Élancourt;2021-06;
48.88785219905203,2.3898706;"{""coordinates"": [2.3898706, 48.88785219905203], ""type"": ""Point""}";n5492225739;NON;6;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-05;
48.83005669905164,2.2760770000000003;"{""coordinates"": [2.276077, 48.83005669905164], ""type"": ""Point""}";n8871269744;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-06;
48.59277399905008,2.4693126999999997;"{""coordinates"": [2.4693127, 48.59277399905008], ""type"": ""Point""}";n6715339214;NON;6;;public;NON;NON;arceaux;91174;Corbeil-Essonnes;2019-08;
48.83375929905167,2.3951893999999987;"{""coordinates"": [2.3951894, 48.83375929905167], ""type"": ""Point""}";n2177689574;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2021-06;
48.591136599050074,2.2483697;"{""coordinates"": [2.2483697, 48.591136599050074], ""type"": ""Point""}";n2962645802;NON;16;;public;NON;NON;arceaux;91021;Arpajon;2021-02;
48.97041479905259,2.2636717;"{""coordinates"": [2.2636717, 48.97041479905259], ""type"": ""Point""}";n5566607721;NON;16;;public;NON;NON;arceaux;95582;Sannois;2021-11;
48.85212899905179,2.2994806;"{""coordinates"": [2.2994806, 48.85212899905179], ""type"": ""Point""}";n8384518320;NON;8;;public;NON;NON;autres;75107;7e Arrondissement;2021-02;
48.699055599050766,2.190656299999999;"{""coordinates"": [2.1906563, 48.699055599050766], ""type"": ""Point""}";n3437169028;NON;4;;public;NON;NON;arceaux;91471;Orsay;2015-04;
48.86584439905187,2.3468290000000005;"{""coordinates"": [2.346829, 48.86584439905187], ""type"": ""Point""}";n5659056376;NON;12;;public;NON;NON;arceaux;75102;2e Arrondissement;2021-02;
48.82350839905158,2.365450299999999;"{""coordinates"": [2.3654503, 48.82350839905158], ""type"": ""Point""}";n5628678476;NON;6;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-05;
48.89149329905206,2.2410442;"{""coordinates"": [2.2410442, 48.89149329905206], ""type"": ""Point""}";n5263971100;NON;6;;public;NON;NON;arceaux;92062;Puteaux;2017-12;
48.83050099905166,2.3039231999999994;"{""coordinates"": [2.3039232, 48.83050099905166], ""type"": ""Point""}";n8401689911;NON;4;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07;
48.85021109905178,2.295334900000001;"{""coordinates"": [2.2953349, 48.85021109905178], ""type"": ""Point""}";n7599478976;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07;
48.88809089905207,2.2982455;"{""coordinates"": [2.2982455, 48.88809089905207], ""type"": ""Point""}";n7614492843;NON;2;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-06;
48.82747319905161,2.3761652000000004;"{""coordinates"": [2.3761652, 48.82747319905161], ""type"": ""Point""}";n5628678494;NON;12;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-12;
48.82720489905163,2.3568558000000004;"{""coordinates"": [2.3568558, 48.82720489905163], ""type"": ""Point""}";n8196813248;NON;8;;public;NON;NON;autres;75113;13e Arrondissement;2021-04;
48.85397929905181,2.4878438;"{""coordinates"": [2.4878438, 48.85397929905181], ""type"": ""Point""}";n3870541278;OUI;28;;public;NON;NON;arceaux;94033;Fontenay-sous-Bois;2019-03;
48.90178469905212,2.294552199999999;"{""coordinates"": [2.2945522, 48.90178469905212], ""type"": ""Point""}";n7946005901;NON;14;;public;NON;NON;arceaux;92024;Clichy;2020-09;
48.70982339905085,2.165344899999999;"{""coordinates"": [2.1653449, 48.70982339905085], ""type"": ""Point""}";n6815187481;NON;26;;public;NON;NON;arceaux;91272;Gif-sur-Yvette;2021-03;
48.89705059905208,2.2208826999999993;"{""coordinates"": [2.2208827, 48.89705059905208], ""type"": ""Point""}";n3650968168;NON;12;;public;NON;NON;arceaux;92050;Nanterre;2015-07;
48.88702809905202,2.3925331000000005;"{""coordinates"": [2.3925331, 48.88702809905202], ""type"": ""Point""}";n8241395374;NON;6;;public;NON;NON;arceaux;75119;19e Arrondissement;2020-12;
48.829386699051646,2.3435325999999996;"{""coordinates"": [2.3435326, 48.829386699051646], ""type"": ""Point""}";n5628678096;NON;6;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-06;
48.8383935990517,2.3068803999999994;"{""coordinates"": [2.3068804, 48.8383935990517], ""type"": ""Point""}";n5628185798;NON;4;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-05;
48.73575079905102,2.2620330999999982;"{""coordinates"": [2.2620331, 48.73575079905102], ""type"": ""Point""}";n2332444339;NON;10;;public;NON;NON;arceaux;91377;Massy;2013-06;
48.83050469905166,2.345664;"{""coordinates"": [2.345664, 48.83050469905166], ""type"": ""Point""}";n4250662375;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-05;
48.789727399051365,2.4498791999999994;"{""coordinates"": [2.4498792, 48.789727399051365], ""type"": ""Point""}";n8180808329;NON;6;;public;NON;NON;arceaux;94028;Créteil;2020-11;
48.71211849905086,2.2038244;"{""coordinates"": [2.2038244, 48.71211849905086], ""type"": ""Point""}";n8850919031;NON;10;;public;NON;NON;arceaux;91477;Palaiseau;2021-06;
48.88458999905202,2.3294460000000003;"{""coordinates"": [2.329446, 48.88458999905202], ""type"": ""Point""}";n3999929424;NON;26;;public;NON;NON;arceaux;75118;18e Arrondissement;2018-05;
48.79473249905141,2.3687679;"{""coordinates"": [2.3687679, 48.79473249905141], ""type"": ""Point""}";n4261012853;NON;10;;public;NON;NON;ancrage;94076;Villejuif;2017-12;
48.885036899052025,2.3836394;"{""coordinates"": [2.3836394, 48.885036899052025], ""type"": ""Point""}";n8288528065;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2021-01;
48.882401199052005,2.3668517;"{""coordinates"": [2.3668517, 48.882401199052005], ""type"": ""Point""}";n5613890225;NON;10;;public;NON;NON;arceaux;75110;10e Arrondissement;2019-02;
49.01497299905292,2.2205771999999993;"{""coordinates"": [2.2205772, 49.01497299905292], ""type"": ""Point""}";n8962603706;NON;8;;public;NON;NON;arceaux;95607;Taverny;2021-11;
48.86322199905187,2.283687799999999;"{""coordinates"": [2.2836878, 48.86322199905187], ""type"": ""Point""}";n5615336216;NON;4;;public;NON;NON;inconnu;75116;16e Arrondissement;2018-05;
48.84741459905176,2.2951399000000006;"{""coordinates"": [2.2951399, 48.84741459905176], ""type"": ""Point""}";n2641511925;NON;34;;public;NON;NON;arceaux;75115;15e Arrondissement;2018-05;
48.843565599051736,2.2554816000000004;"{""coordinates"": [2.2554816, 48.843565599051736], ""type"": ""Point""}";n8458575876;NON;10;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-02;
48.87874069905196,2.2457597999999996;"{""coordinates"": [2.2457598, 48.87874069905196], ""type"": ""Point""}";n3510213908;NON;20;;public;NON;NON;arceaux;92062;Puteaux;2021-06;
48.799499599051444,2.4933736;"{""coordinates"": [2.4933736, 48.799499599051444], ""type"": ""Point""}";n3352032282;NON;6;;public;NON;NON;arceaux;94068;Saint-Maur-des-Fossés;2015-02;
48.88967199905204,2.3718272000000007;"{""coordinates"": [2.3718272, 48.88967199905204], ""type"": ""Point""}";n5627504690;NON;30;;public;NON;NON;inconnu;75119;19e Arrondissement;2018-05;
48.86706019905189,2.2793184;"{""coordinates"": [2.2793184, 48.86706019905189], ""type"": ""Point""}";n7604956855;NON;28;;public;NON;NON;arceaux;75116;16e Arrondissement;2020-06;
48.890457799052065,2.226697599999999;"{""coordinates"": [2.2266976, 48.890457799052065], ""type"": ""Point""}";n5165049142;NON;10;;public;NON;NON;arceaux;92050;Nanterre;2017-10;
48.831885199051655,2.3856717;"{""coordinates"": [2.3856717, 48.831885199051655], ""type"": ""Point""}";n2276138298;NON;22;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
48.84075249905171,2.3773862999999986;"{""coordinates"": [2.3773863, 48.84075249905171], ""type"": ""Point""}";n7925320179;NON;5;;privee;NON;NON;arceaux;75112;12e Arrondissement;2020-09;
48.84090699905171,2.3298268999999996;"{""coordinates"": [2.3298269, 48.84090699905171], ""type"": ""Point""}";n3964935867;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2016-01;
48.89544609905209,2.348294799999999;"{""coordinates"": [2.3482948, 48.89544609905209], ""type"": ""Point""}";n9253366950;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2021-11;
48.779647199051304,2.035560199999999;"{""coordinates"": [2.0355602, 48.779647199051304], ""type"": ""Point""}";n5664199501;OUI;4;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2018-06;
48.90219269905212,2.3791607999999984;"{""coordinates"": [2.3791608, 48.90219269905212], ""type"": ""Point""}";n9038693418;NON;32;;public;NON;NON;inconnu;93001;Aubervilliers;2021-08;
48.910509799052186,2.2227626999999988;"{""coordinates"": [2.2227627, 48.910509799052186], ""type"": ""Point""}";n5425490047;NON;8;;public;NON;NON;arceaux;92050;Nanterre;2018-02;
48.81849979905155,2.2887831000000003;"{""coordinates"": [2.2887831, 48.81849979905155], ""type"": ""Point""}";n8196426306;NON;12;;public;NON;NON;arceaux;92075;Vanves;2020-12;
48.65764919905048,2.4109277000000002;"{""coordinates"": [2.4109277, 48.65764919905048], ""type"": ""Point""}";n8174686831;NON;8;;public;NON;NON;arceaux;91521;Ris-Orangis;2020-11;
48.867796499051906,2.350698199999999;"{""coordinates"": [2.3506982, 48.867796499051906], ""type"": ""Point""}";n5312090788;NON;10;;public;NON;NON;arceaux;75102;2e Arrondissement;2017-12;
48.846664799051766,2.5857299;"{""coordinates"": [2.5857299, 48.846664799051766], ""type"": ""Point""}";n7976428209;NON;6;;public;NON;NON;arceaux;77083;Champs-sur-Marne;2020-10;
48.769466299051246,2.0396913;"{""coordinates"": [2.0396913, 48.769466299051246], ""type"": ""Point""}";n5664200224;NON;8;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2018-06;
48.88680649905201,2.3852371999999993;"{""coordinates"": [2.3852372, 48.88680649905201], ""type"": ""Point""}";n5627504650;NON;4;;public;NON;NON;arceaux;75119;19e Arrondissement;2021-08;
48.71815389905091,2.2485158000000003;"{""coordinates"": [2.2485158, 48.71815389905091], ""type"": ""Point""}";n8850365864;NON;2;;public;NON;NON;arceaux;91477;Palaiseau;2021-06;
48.824185699051604,2.2731184999999994;"{""coordinates"": [2.2731185, 48.824185699051604], ""type"": ""Point""}";n2315049523;OUI;12;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-04;
48.82242549905158,2.4168631;"{""coordinates"": [2.4168631, 48.82242549905158], ""type"": ""Point""}";n8118190685;NON;6;;public;NON;NON;arceaux;94018;Charenton-le-Pont;2021-02;
48.762472799051196,2.3276934999999996;"{""coordinates"": [2.3276935, 48.762472799051196], ""type"": ""Point""}";n8773301898;NON;8;;public;NON;NON;arceaux;94034;Fresnes;2021-11;
48.83254569905167,2.313373600000001;"{""coordinates"": [2.3133736, 48.83254569905167], ""type"": ""Point""}";n2650141022;NON;16;;public;NON;NON;arceaux;75114;14e Arrondissement;2018-05;
48.85789349905184,2.335236400000001;"{""coordinates"": [2.3352364, 48.85789349905184], ""type"": ""Point""}";n7566830290;NON;26;;public;NON;NON;inconnu;75106;6e Arrondissement;2020-05;
48.86422469905186,2.4410402000000007;"{""coordinates"": [2.4410402, 48.86422469905186], ""type"": ""Point""}";n7626331231;NON;2;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
48.825198299051614,2.3417779999999992;"{""coordinates"": [2.341778, 48.825198299051614], ""type"": ""Point""}";n3715376985;NON;12;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-10;
48.958374099052506,2.874475799999999;"{""coordinates"": [2.8744758, 48.958374099052506], ""type"": ""Point""}";n9164138108;NON;20;;public;NON;NON;arceaux;77284;Meaux;2021-10;
48.86074949905185,2.4107121999999994;"{""coordinates"": [2.4107122, 48.86074949905185], ""type"": ""Point""}";n7890445485;NON;8;;public;NON;NON;arceaux;75120;20e Arrondissement;2020-09;
48.85248009905179,2.471734099999999;"{""coordinates"": [2.4717341, 48.85248009905179], ""type"": ""Point""}";n7468942615;NON;4;;public;NON;NON;inconnu;94033;Fontenay-sous-Bois;2020-05;
48.405136499048865,2.7181960999999992;"{""coordinates"": [2.7181961, 48.405136499048865], ""type"": ""Point""}";n7841398475;NON;3;;public;NON;NON;arceaux;77014;Avon;2020-08;
48.90096049905212,2.4787841999999998;"{""coordinates"": [2.4787842, 48.90096049905212], ""type"": ""Point""}";n9306740062;NON;4;;public;NON;NON;inconnu;93010;Bondy;2021-12;
48.92717521062767,2.035531780882805;"{""coordinates"": [2.035531780882805, 48.92717521062767], ""type"": ""Point""}";w1013217355;OUI;0;;public;NON;NON;inconnu;78498;Poissy;2021-12;
48.85638079905183,2.3732672;"{""coordinates"": [2.3732672, 48.85638079905183], ""type"": ""Point""}";n5691551822;NON;24;;public;NON;NON;arceaux;75111;11e Arrondissement;2018-06;
48.88763179905202,2.3185296;"{""coordinates"": [2.3185296, 48.88763179905202], ""type"": ""Point""}";n5620640095;NON;4;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-10;
48.83924089905169,2.4005642999999988;"{""coordinates"": [2.4005643, 48.83924089905169], ""type"": ""Point""}";n2177689601;NON;6;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
48.846824699051744,2.342962999999999;"{""coordinates"": [2.342963, 48.846824699051744], ""type"": ""Point""}";n8225023271;NON;8;;public;NON;NON;autres;75105;5e Arrondissement;2020-12;
