Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
9017;Lallier - Trudaine;OUI;29;23;6;1;5;OUI;OUI;2022-03-05T14:40:34+01:00;48.88109246617963,2.3408224806189537;Paris;
1117;Pont Neuf - Rivoli;OUI;26;1;21;14;7;OUI;OUI;2022-03-05T14:42:33+01:00;48.86008989261731,2.344057559967041;Paris;
13103;Hôpital Pitié Salpêtrière;OUI;50;36;10;9;1;OUI;OUI;2022-03-05T14:42:15+01:00;48.8377016,2.3604946;Paris;
1120;Lavandieres Sainte Opportune - Rivoli;OUI;27;0;26;15;11;OUI;OUI;2022-03-05T14:41:32+01:00;48.85927970247607,2.3466217517852783;Paris;
32001;Proudhon - Président Wilson;OUI;30;26;4;1;3;OUI;OUI;2022-03-05T14:36:12+01:00;48.90644276349534,2.3584905266761784;Saint-Denis;
16029;Maison de Radio - France;OUI;47;27;18;15;3;OUI;OUI;2022-03-05T14:39:52+01:00;48.85132886434057,2.277785539627075;Paris;
42703;Fontainebleau - Edmond Michelet;OUI;45;45;0;0;0;OUI;OUI;2022-03-05T14:37:16+01:00;48.80956436844049,2.3626908659935;Le Kremlin-Bicêtre;
18017;Caulaincourt - Place Constantin Pecqueur;OUI;44;43;1;0;1;OUI;OUI;2022-03-05T14:38:31+01:00;48.8896779050281,2.33817871442611;Paris;
20201;Eugène Reisz - Davout;OUI;20;16;4;3;1;OUI;OUI;2022-03-05T14:41:24+01:00;48.85631874632638,2.410396970808506;Paris;
8019;Naples - Rome;OUI;26;25;1;0;1;OUI;OUI;2022-03-05T14:43:14+01:00;48.879960700846226,2.321358695626259;Paris;
16112;Chernoviz - Raynouard;OUI;37;37;0;0;0;OUI;OUI;2022-03-05T14:37:34+01:00;48.8569864146289,2.282173218142987;Paris;
18008;Square Léon;OUI;33;30;3;0;3;OUI;OUI;2022-03-05T14:38:54+01:00;48.88667396788626,2.353205569088459;Paris;
13046;Eugène Oudiné - Dessous Des Berges;OUI;44;24;19;12;7;OUI;OUI;2022-03-05T14:42:00+01:00;48.8256423,2.3750226;Paris;
7008;Villersexel - Saint-Germain;OUI;16;4;12;9;3;OUI;OUI;2022-03-05T14:39:48+01:00;48.858297001217615,2.323793470859528;Paris;
12004;Traversière - Ledru-Rollin;OUI;34;2;31;18;13;OUI;OUI;2022-03-05T14:42:50+01:00;48.850735824128805,2.375870111706245;Paris;
22102;Mont Valérien - Michel Salles;OUI;24;23;0;0;0;OUI;OUI;2022-03-05T14:40:10+01:00;48.8561915,2.2152966;Saint-Cloud;
15003;Gare Montparnasse - Vaugirard;OUI;66;11;53;14;39;OUI;OUI;2022-03-05T14:38:50+01:00;48.8418071798797,2.31951002690117;Paris;
20030;Ménilmontant - Père Lachaise;OUI;56;53;2;1;1;OUI;OUI;2022-03-05T14:41:28+01:00;48.86328729150227,2.3869940266013145;Paris;
8001;Petit Palais;OUI;43;25;17;12;5;OUI;OUI;2022-03-05T14:38:38+01:00;48.8667692,2.3157655;Paris;
4110;Neuve Saint-Pierre - Beautreillis;OUI;20;5;14;5;9;OUI;OUI;2022-03-05T14:40:34+01:00;48.85355351439652,2.3639122769236565;Paris;
18202;Diane Arbus;OUI;38;23;14;4;10;OUI;OUI;2022-03-05T14:41:30+01:00;48.898800717199,2.3524022474884987;Paris;
6032;Sabot - Rennes;OUI;26;9;14;10;4;OUI;OUI;2022-03-05T14:41:59+01:00;48.852575112948415,2.331552766263485;Paris;
14030;Pernety - Raymond Losserand;OUI;32;31;0;0;0;OUI;OUI;2022-03-05T14:42:30+01:00;48.83425462795304,2.317609339386963;Paris;
17022;Pereire - Place de Wagram;OUI;46;39;6;0;6;OUI;OUI;2022-03-05T14:40:38+01:00;48.887070607581215,2.304111124531457;Paris;
6017;Sénat - Condé;OUI;33;1;32;16;16;OUI;OUI;2022-03-05T14:43:14+01:00;48.84954227788459,2.337939441204071;Paris;
7020;Champ de Mars - Cler;OUI;41;29;11;7;4;OUI;OUI;2022-03-05T14:40:52+01:00;48.856691550115315,2.306646779179573;Paris;
10036;Aqueduc - Villette;OUI;28;23;5;3;2;OUI;OUI;2022-03-05T14:42:59+01:00;48.883886063895396,2.36719880331497;Paris;
12161;Diderot - Reuilly;OUI;44;12;32;24;8;OUI;OUI;2022-03-05T14:43:13+01:00;48.84720845606067,2.3861273378133774;Paris;
15107;Palais des Sports;OUI;22;0;21;6;15;OUI;OUI;2022-03-05T14:42:48+01:00;48.83346851742578,2.2858720645308495;Paris;
10114;Granges aux Belles - Hôpital Saint-Louis;OUI;60;48;11;7;4;OUI;OUI;2022-03-05T14:41:10+01:00;48.874794994841274,2.366669436984963;Paris;
10033;Gare du Nord - Saint-Vincent de Paul;OUI;24;21;3;0;3;OUI;OUI;2022-03-05T14:39:26+01:00;48.88095574164779,2.352430514838522;Paris;
15058;Place du Moulin de Javel;OUI;45;32;12;8;4;OUI;OUI;2022-03-05T14:41:39+01:00;48.84021670922037,2.2716060653328896;Paris;
7013;Duroc - Place de Breteuil;OUI;42;24;18;14;4;OUI;OUI;2022-03-05T14:39:39+01:00;48.84746064114221,2.3126140236854558;Paris;
13122;Parc de Choisy;OUI;25;24;1;1;0;NON;NON;2022-01-06T16:54:17+01:00;48.828156251574946,2.358513532903332;Paris;
12041;Bois de Vincennes.;OUI;60;51;8;5;3;OUI;OUI;2022-03-05T14:38:24+01:00;48.8338064,2.4132221;Saint-Mandé;
19041;Belleville - Pyrénées;OUI;42;41;1;0;1;OUI;OUI;2022-03-05T14:42:46+01:00;48.8741908,2.3860039;Paris;
15059;Parc André Citroën;OUI;65;6;58;43;15;OUI;OUI;2022-03-05T14:42:17+01:00;48.840639944296655,2.2780618071556096;Paris;
14028;Alésia - Suisses;OUI;47;47;0;0;0;OUI;OUI;2022-03-05T14:38:38+01:00;48.831682520717614,2.3149869226003754;Paris;
8038;François 1er - Montaigne;OUI;29;16;12;5;7;OUI;OUI;2022-03-05T14:42:25+01:00;48.866887649978096,2.306675575720671;Paris;
21114;Gustave Eiffel - Parc des Impressionnistes;OUI;30;24;6;1;5;OUI;OUI;2022-03-05T14:40:03+01:00;48.90390619651018,2.2946908324956894;Clichy;
18138;Ney - Charles Hermite;OUI;20;15;4;3;1;OUI;OUI;2022-03-05T14:41:54+01:00;48.89874803977525,2.3645754531025887;Paris;
20137;Borrégo - Gambetta;OUI;25;25;0;0;0;OUI;OUI;2022-03-05T14:42:41+01:00;48.87330497045532,2.4014145880937576;Paris;
14006;Saint-Jacques - Tombe Issoire;OUI;23;23;0;0;0;OUI;OUI;2022-03-05T14:42:55+01:00;48.833206330538864,2.3369108140468597;Paris;
31704;Jeanne Hornet - Girardot;OUI;29;27;0;0;0;OUI;OUI;2022-03-05T14:41:16+01:00;48.873802681432146,2.427820265293122;Bagnolet;
13041;Porte d'Ivry;OUI;50;46;4;2;2;OUI;OUI;2022-03-05T14:42:43+01:00;48.82176874759649,2.3688706755638127;Paris;
21024;Billancourt - Général Leclerc;OUI;22;10;12;11;1;OUI;OUI;2022-03-05T14:39:57+01:00;48.8322649,2.2380413;Boulogne-Billancourt;
9118;Faubourg Poissonniere - Delta;OUI;36;35;1;0;1;OUI;OUI;2022-03-05T14:40:16+01:00;48.882555807626765,2.3497482016682625;Paris;
19023;Manin - Simon Bolivar;OUI;26;26;0;0;0;OUI;OUI;2022-03-05T14:41:30+01:00;48.87649965412676,2.379407362599104;Paris;
4013;Vieille du Temple - Francs Bourgeois;OUI;29;2;26;17;9;OUI;OUI;2022-03-05T14:43:11+01:00;48.858256413365815,2.35821794718504;Paris;
32603;Calmette;OUI;32;32;0;0;0;OUI;OUI;2022-03-05T14:37:08+01:00;48.88104925098552,2.424993216991425;Les Lilas;
31023;Place François Mitterand;OUI;34;33;0;0;0;OUI;OUI;2022-03-05T14:41:50+01:00;48.86492782016328,2.442958317697048;Montreuil;
2013;Favart - Italiens;OUI;17;13;4;3;1;OUI;OUI;2022-03-05T14:41:38+01:00;48.87144635392104,2.338290105850787;Paris;
2001;Greneta - Sebastopol;OUI;32;2;27;17;10;OUI;OUI;2022-03-05T14:43:00+01:00;48.86524233322809,2.3516669869422917;Paris;
21311;Parvis Corentin Celton;OUI;55;6;49;44;5;OUI;OUI;2022-03-05T14:43:09+01:00;48.82747252522725,2.2784319519996648;Issy-les-Moulineaux;
20019;Place du Maquis du Vercors;OUI;31;28;3;0;3;OUI;OUI;2022-03-05T14:33:12+01:00;48.877321579493575,2.4083782732486725;Paris;
8056;Beaujon - Wagram;OUI;29;24;5;3;2;OUI;OUI;2022-03-05T14:37:12+01:00;48.87535245598514,2.2964416444301605;Paris;
7101;Raspail - Chomel;OUI;49;24;24;18;6;OUI;OUI;2022-03-05T14:40:37+01:00;48.852233164303094,2.3266580700874333;Paris;
7016;Surcouf - Université;OUI;58;14;42;40;2;OUI;OUI;2022-03-05T14:42:56+01:00;48.861273016278126,2.309453550914185;Paris;
18137;Poissonniers - Nord;OUI;28;23;4;1;3;OUI;OUI;2022-03-05T14:42:33+01:00;48.892511213520656,2.3522228747606277;Paris;
4011;Hôtel de Ville - Pont-Marie;OUI;36;13;22;11;11;OUI;OUI;2022-03-05T14:42:55+01:00;48.85389964552738,2.356947250664234;Paris;
17116;Reims - Porte d'Asnières;OUI;26;22;4;3;1;OUI;OUI;2022-03-05T14:42:06+01:00;48.891834448210986,2.300144659954865;Paris;
45001;Hôtel de Ville de Champigny sur Marne;OUI;21;2;18;9;9;OUI;OUI;2022-03-05T14:43:11+01:00;48.813810628405,2.5096759200096;Champigny-sur-Marne;
31013;Centenaire - Sorins;OUI;45;38;7;1;6;OUI;OUI;2022-03-05T14:39:54+01:00;48.85853523359734,2.4273508787155156;Montreuil;
10163;Gare du Nord - Demarquay;OUI;30;29;1;0;1;OUI;OUI;2022-03-05T14:33:57+01:00;48.881154,2.358411;Paris;
18001;Damrémont - Caulaincourt;OUI;18;17;0;0;0;OUI;OUI;2022-03-05T14:43:11+01:00;48.88714509078738,2.3325880989432335;Paris;
18042;Place Pigalle;OUI;21;13;5;1;4;OUI;OUI;2022-03-05T14:42:54+01:00;48.8827555,2.3361566;Paris;
17016;Brochant - Square des Batignolles;OUI;31;31;0;0;0;OUI;OUI;2022-03-05T14:39:54+01:00;48.88818698581028,2.316861143151153;Paris;
32018;Franciade - Gabriel Péri;OUI;26;12;13;4;9;OUI;OUI;2022-03-05T14:42:01+01:00;48.93261499331498,2.355954498052597;Saint-Denis;
5019;Poissy - Saint-Germain;OUI;25;6;19;15;4;OUI;OUI;2022-03-05T14:42:08+01:00;48.849696494270084,2.352968528866768;Paris;
18019;Square Raymond Souplex;OUI;52;48;3;1;2;OUI;OUI;2022-03-05T14:41:45+01:00;48.89183721478911,2.335426103165901;Paris;
15063;Convention - Saint-Charles;OUI;19;11;8;7;1;OUI;OUI;2022-03-05T14:42:26+01:00;48.84315611111599,2.2831090539693832;Paris;
11034;Parmentier - Fontaine au Roi;OUI;48;40;8;4;4;OUI;OUI;2022-03-05T14:38:40+01:00;48.86787670551736,2.372705978671471;Paris;
11003;Keller - La Roquette;OUI;34;24;8;7;1;OUI;OUI;2022-03-05T14:39:25+01:00;48.8555508,2.3752778;Paris;
41206;Place des Larris;OUI;34;29;5;4;1;OUI;OUI;2022-03-05T14:40:51+01:00;48.8568363,2.4780236;Fontenay-sous-Bois;
9012;Rougemont - Poissonnière;OUI;30;28;1;1;0;OUI;OUI;2022-03-05T14:42:22+01:00;48.871611569354755,2.345873080193996;Paris;
13113;Vistule - Choisy;OUI;33;32;1;0;1;OUI;OUI;2022-03-05T14:33:26+01:00;48.82365543660611,2.3615723848342896;Paris;
15020;Mairie du 15ème;OUI;32;12;20;17;3;OUI;OUI;2022-03-05T14:42:08+01:00;48.8417762,2.2986539;Paris;
13114;Nationale - Marcel Duchamp;OUI;23;19;4;2;2;OUI;OUI;2022-03-05T14:35:45+01:00;48.82463749337136,2.3678014799952507;Paris;
19031;Manin - Crimée;OUI;23;20;2;0;2;OUI;OUI;2022-03-05T14:35:31+01:00;48.8831217743719,2.3863670602440834;Paris;
11019;Charonne - Philippe-Auguste;OUI;32;27;4;3;1;OUI;OUI;2022-03-05T14:42:56+01:00;48.85560316202584,2.390546390619984;Paris;
15061;Square Desnouettes;OUI;22;0;22;19;3;OUI;OUI;2022-03-05T14:40:05+01:00;48.83476837934194,2.284142297394666;Paris;
23008;Hôtel de Ville de Levallois Perret;OUI;26;24;2;0;2;OUI;OUI;2022-03-05T14:43:10+01:00;48.89314451997415,2.2888818383216862;Levallois-Perret;
20017;Saint-Blaise - Mouraud;OUI;27;26;1;0;1;OUI;OUI;2022-03-05T14:42:13+01:00;48.85696177597818,2.40869477391243;Paris;
1016;Thérèse - Opéra;OUI;25;0;24;18;6;OUI;OUI;2022-03-05T14:41:38+01:00;48.86648351450895,2.334433421223788;Paris;
6014;Pont de Lodi - Dauphine;OUI;23;3;18;13;5;OUI;OUI;2022-03-05T14:40:50+01:00;48.855296898603285,2.339947307565249;Paris;
8015;Roquépine - Malesherbes;OUI;37;27;8;3;5;OUI;OUI;2022-03-05T14:40:18+01:00;48.87345073390807,2.320404499769211;Paris;
12108;Bercy.;OUI;66;1;63;44;19;OUI;OUI;2022-03-05T14:42:52+01:00;48.839966914994,2.3788625746965;Paris;
16016;Paul Doumer - La Tour;OUI;34;33;1;0;1;OUI;OUI;2022-03-05T14:36:26+01:00;48.860116109626574,2.280840481911055;Paris;
33005;République - Henri Barbusse;OUI;32;25;3;2;1;OUI;OUI;2022-03-05T14:43:09+01:00;48.90661553626751,2.389432489871979;Aubervilliers;
7026;Place de Finlande;OUI;25;19;5;3;2;OUI;OUI;2022-03-05T14:37:23+01:00;48.86240833596654,2.311362437903881;Paris;
8105;François 1er - Lincoln;OUI;31;21;10;8;2;OUI;OUI;2022-03-05T14:40:46+01:00;48.86951797934417,2.302426218841562;Paris;
21108;Mairie de Clichy;OUI;51;21;29;20;9;OUI;OUI;2022-03-05T14:38:57+01:00;48.903653634660834,2.3059353232383732;Clichy;
11107;Faidherbe - Dahomey;OUI;44;4;39;33;6;OUI;OUI;2022-03-05T14:42:19+01:00;48.851358329771806,2.383823134795429;Paris;
14116;Romain Rolland;OUI;25;24;0;0;0;OUI;OUI;2022-03-05T14:40:57+01:00;48.820215229662765,2.3234144234418346;Montrouge;
20103;Le Vau - Maurice Bertaux;OUI;25;23;2;0;2;OUI;OUI;2022-03-05T14:38:38+01:00;48.86803439043193,2.411030612453627;Paris;
31018;Gambetta - Michelet;OUI;33;32;1;0;1;OUI;OUI;2022-03-05T14:36:48+01:00;48.85273792380526,2.429966032505036;Montreuil;
2014;Daunou - Louis le Grand;OUI;17;3;14;3;11;OUI;OUI;2022-03-05T14:40:34+01:00;48.869113,2.332515;Paris;
47002;Les Juilliottes;OUI;21;18;2;2;0;OUI;OUI;2022-03-05T14:41:20+01:00;48.8043072,2.4437362;Maisons-Alfort;
4109;Mornay - Sully;OUI;15;12;4;1;3;OUI;OUI;2022-03-05T14:41:24+01:00;48.84970399548416,2.364460788667202;Paris;
2110;Jeûneurs - Mulhouse;OUI;28;23;3;1;2;OUI;OUI;2022-03-05T14:42:23+01:00;48.868997,2.346925;Paris;
11048;Place Mireille Havet;OUI;43;27;15;10;5;OUI;OUI;2022-03-05T14:38:46+01:00;48.850533,2.383756;Paris;
1022;Danielle Casanova - Place Vendôme;OUI;37;1;34;18;16;OUI;OUI;2022-03-05T14:43:15+01:00;48.86826649822326,2.3304839059710503;Paris;
6031;Pierre Sarrazin - Saint-Michel;OUI;33;2;28;21;7;OUI;OUI;2022-03-05T14:40:18+01:00;48.85090814639774,2.3421307280659676;Paris;
13019;Fernand Braudel - Vincent Auriol;OUI;36;14;18;17;1;OUI;OUI;2022-03-05T14:41:30+01:00;48.83637852318147,2.3723404482007027;Paris;
14007;Ferrus - Saint-Jacques;OUI;34;29;5;2;3;OUI;OUI;2022-03-05T14:37:01+01:00;48.8313878,2.3408563;Paris;
5030;Sorbonne - Ecoles;OUI;50;12;37;20;17;OUI;OUI;2022-03-05T14:42:46+01:00;48.849686566191,2.3434996604919;Paris;
10164;Claude Vellefaux - Sambre et Meuse;OUI;34;32;2;2;0;OUI;OUI;2022-03-05T14:42:46+01:00;48.875022,2.370478;Paris;
9113;Bleue - Trévise;OUI;30;24;3;2;1;OUI;OUI;2022-03-05T14:43:05+01:00;48.87578906564573,2.347289621829987;Paris;
8029;Place du Canada;OUI;39;26;11;9;2;OUI;OUI;2022-03-05T14:41:54+01:00;48.865346269362675,2.310193787964762;Paris;
16041;Versailles - Claude Terrasse;OUI;46;37;8;4;4;OUI;OUI;2022-03-05T14:38:34+01:00;48.84021933807409,2.263834191152959;Paris;
9015;Lamartine - Faubourg Montmartre;OUI;32;25;5;0;5;OUI;OUI;2022-03-05T14:43:00+01:00;48.87661398289084,2.339765690267086;Paris;
3101;Porte Saint-Martin;OUI;35;8;26;14;12;OUI;OUI;2022-03-05T14:40:17+01:00;48.86860172112996,2.35570102930069;Paris;
19021;Mairie du 19ème;OUI;27;25;2;1;1;OUI;OUI;2022-03-05T14:43:06+01:00;48.88256264247959,2.3812624812126164;Paris;
23302;Parc de Sceaux - Centre-Ville;OUI;33;11;20;8;12;OUI;OUI;2022-03-05T14:42:48+01:00;48.7769529826096,2.2957214713096623;Sceaux;
23105;Sèvres Rive Gauche;OUI;33;32;1;0;1;OUI;OUI;2022-03-05T14:39:16+01:00;48.82144321827765,2.215078530688475;Sèvres;
11046;Place de la République - Voltaire;OUI;19;1;17;12;5;OUI;OUI;2022-03-05T14:43:08+01:00;48.86683096894219,2.3654810339212418;Paris;
19030;Melun - Jean Jaurès;OUI;28;20;7;0;7;OUI;OUI;2022-03-05T14:36:26+01:00;48.8837796723475,2.376477420330048;Paris;
8049;Georges V - François 1er;OUI;22;19;2;0;2;OUI;OUI;2022-03-05T14:40:50+01:00;48.87034,2.30082;Paris;
35008;Place de l'Eglise - Pantin;OUI;30;27;3;2;1;OUI;OUI;2022-03-05T14:39:11+01:00;48.892809461520265,2.4124351143836975;Pantin;
2101;Bachaumont - Montmartre;OUI;33;16;15;10;5;OUI;OUI;2022-03-05T14:38:43+01:00;48.86617395079137,2.3449775576591496;Paris;
13022;Butte aux Cailles - Esperance;OUI;36;31;0;0;0;OUI;OUI;2022-03-05T14:43:12+01:00;48.82758774190948,2.3492151126265526;Paris;
21952;Place Tony de Graaff;OUI;42;15;27;23;4;OUI;OUI;2022-03-05T14:42:21+01:00;48.8181645,2.2458109;Meudon;
20045;Louis Ganne - Davout;OUI;30;25;2;0;2;OUI;OUI;2022-03-05T14:42:56+01:00;48.86338720692607,2.409725748002529;Paris;
12154;Square Georges Melies;OUI;40;34;6;2;4;OUI;OUI;2022-03-05T14:41:31+01:00;48.84070239213081,2.409667745232582;Paris;
11110;Roquette - Folie Regnault;OUI;52;39;11;4;7;OUI;OUI;2022-03-05T14:41:18+01:00;48.859246959155485,2.386553623578705;Paris;
17104;Jardin Marguerite Long;OUI;22;12;10;6;4;OUI;OUI;2022-03-05T14:38:27+01:00;48.8816985773914,2.2836575657129288;Paris;
16031;Vignes - Boulainvilliers;OUI;21;19;2;2;0;OUI;OUI;2022-03-05T14:33:29+01:00;48.856399483950504,2.275240458548069;Paris;
21004;Jean Jaurès - Reine;OUI;31;14;17;12;5;OUI;OUI;2022-03-05T14:39:43+01:00;48.84009622558849,2.239872515201569;Boulogne-Billancourt;
22401;Charles de Gaulle - Plateau de Vanves;OUI;33;31;2;0;2;OUI;OUI;2022-03-05T14:33:43+01:00;48.82233088973263,2.298571803412886;Malakoff;
22002;Argenson - Château;OUI;25;14;10;10;0;OUI;OUI;2022-03-05T14:40:29+01:00;48.888559314669514,2.2642001509666447;Neuilly-sur-Seine;
12120;Lac Daumesnil - Saint-Maurice;OUI;50;45;5;0;5;OUI;OUI;2022-03-05T14:38:03+01:00;48.82774555743318,2.4183654785156246;Paris;
12127;Tremblay - Lac des Minimes;OUI;48;31;16;8;8;OUI;OUI;2022-03-05T14:42:28+01:00;48.834131261494356,2.454751655459404;Paris;
18014;Léon - Doudeauville;OUI;13;13;0;0;0;OUI;OUI;2022-03-05T14:42:36+01:00;48.88832421845225,2.353573372638597;Paris;
12153;Terroirs de France - Lheureux;OUI;55;2;53;43;10;OUI;OUI;2022-03-05T14:41:55+01:00;48.83212027074841,2.388618104159832;Paris;
18035;René Binet - Porte de Montmartre;OUI;37;3;31;17;14;OUI;OUI;2022-03-05T14:41:16+01:00;48.89905109950848,2.3365534096956253;Paris;
5028;Censier - Jardin des Plantes;OUI;28;7;21;10;11;OUI;OUI;2022-03-05T14:42:56+01:00;48.84107178161383,2.355475388467312;Paris;
14127;Odessa - Départ;OUI;39;21;18;5;13;OUI;OUI;2022-03-05T14:43:06+01:00;48.842885590080826,2.3244281485676765;Paris;
17005;Brochant - Clichy;OUI;53;51;0;0;0;OUI;OUI;2022-03-05T14:38:54+01:00;48.89032998912038,2.319730559929781;Paris;
42011;Quai Marcel Boyer - Victor Hugo;OUI;29;28;1;0;1;OUI;OUI;2022-03-05T14:41:57+01:00;48.82255636666729,2.392039597034455;Ivry-sur-Seine;
8032;Matignon - Faubourg Saint-Honoré;OUI;36;30;6;4;2;OUI;OUI;2022-03-05T14:38:50+01:00;48.87147859116726,2.313977926969528;Paris;
15009;Suffren - Pérignon;OUI;46;38;8;5;3;OUI;OUI;2022-03-05T14:42:49+01:00;48.84717561492764,2.307052147596786;Paris;
14016;René Coty - Parc Montsouris;OUI;55;53;2;0;2;OUI;OUI;2022-03-05T14:42:02+01:00;48.82479134498032,2.336124926805496;Paris;
11044;Square du Bataclan;OUI;20;7;9;8;1;OUI;OUI;2022-03-05T14:41:46+01:00;48.8633762,2.3711327;Paris;
12033;François Truffaut - Saint Emilion;OUI;66;0;65;47;18;OUI;OUI;2022-03-05T14:42:09+01:00;48.83372354344807,2.386601903271428;Paris;
23005;Gare de Clichy-Levallois;OUI;26;15;11;10;1;OUI;OUI;2022-03-05T14:42:44+01:00;48.89679827481989,2.2984680533409123;Levallois-Perret;
22012;Madeleine Michelis - Roule;OUI;25;6;19;9;10;OUI;OUI;2022-03-05T14:43:01+01:00;48.88260431301364,2.2773634269833565;Neuilly-sur-Seine;
12010;Daumesnil - Picpus;OUI;21;18;3;0;3;OUI;OUI;2022-03-05T14:41:48+01:00;48.8374688,2.401765;Paris;
11012;Montreuil - Voltaire;OUI;34;31;2;2;0;OUI;OUI;2022-03-05T14:43:05+01:00;48.85050701184191,2.393075558274471;Paris;
20117;Saint-Fargeau - Mortier;OUI;33;32;0;0;0;OUI;OUI;2022-03-05T14:40:20+01:00;48.87266656122256,2.407912909984589;Paris;
18142;Jessaint - Marx Dormoy;OUI;30;27;2;0;2;OUI;OUI;2022-03-05T14:37:04+01:00;48.88484543106364,2.358930408954621;Paris;
48009;République - Auguste Perret;OUI;30;27;3;1;2;OUI;OUI;2022-03-05T14:40:03+01:00;48.78695280952244,2.3518594354391094;Villejuif;
21017;Place Marcel Sembat;OUI;56;44;10;8;2;OUI;OUI;2022-03-05T14:37:01+01:00;48.83328865030686,2.2441747784614567;Boulogne-Billancourt;
21009;Le Corbusier - Jean Jaurès;OUI;46;19;26;20;6;OUI;OUI;2022-03-05T14:43:10+01:00;48.83780830557548,2.2408381104469304;Boulogne-Billancourt;
13110;Moulin de la Pointe;OUI;22;22;0;0;0;OUI;OUI;2022-03-05T14:42:14+01:00;48.82092946051445,2.3563179373741145;Paris;
4107;Beaumarchais - Pas de la Mule;OUI;18;4;12;7;5;OUI;OUI;2022-03-05T14:43:02+01:00;48.855580507049055,2.368433367343057;Paris;
14125;Dareau - Broussais;OUI;24;21;3;1;2;OUI;OUI;2022-03-05T14:34:21+01:00;48.8307758,2.3361804;Paris;
9013;Mairie du 9ème;OUI;24;18;6;6;0;OUI;OUI;2022-03-05T14:41:37+01:00;48.87326713758289,2.340753448052758;Paris;
21951;Place Centrale;OUI;22;20;2;1;1;OUI;OUI;2022-03-05T14:42:49+01:00;48.78740167690531,2.2278830409049992;Meudon;
31017;Jean Moulin - Paul Doumer;OUI;20;19;1;0;1;OUI;OUI;2022-03-05T14:43:11+01:00;48.8622179854695,2.45533436536789;Montreuil;
13047;Boutroux - Porte de Vitry;OUI;49;19;30;29;1;OUI;OUI;2022-03-05T14:41:50+01:00;48.822632,2.377738;Paris;
21120;Docteur Calmette - Martre;NON;30;0;0;0;0;NON;NON;2021-11-24T12:52:15+01:00;48.89896935848292,2.308651325238316;Clichy;
23006;Jules Guesde - Alsace;OUI;25;21;2;1;1;OUI;OUI;2022-03-05T14:41:31+01:00;48.89056627550627,2.295077741146088;Levallois-Perret;
20047;Cours de Vincennes - Davout;OUI;48;44;3;1;2;OUI;OUI;2022-03-05T14:41:52+01:00;48.847238029965595,2.4107042336224986;Paris;
18114;Véron - Lepic;OUI;23;23;0;0;0;OUI;OUI;2022-03-05T14:40:42+01:00;48.88526123395252,2.334559857845307;Paris;
7024;Rapp - Place du Général Gouraud;OUI;31;17;14;13;1;OUI;OUI;2022-03-05T14:43:07+01:00;48.85810288510693,2.300407290458679;Paris;
44103;Pont De Charenton;OUI;18;8;10;8;2;OUI;OUI;2022-03-05T14:40:42+01:00;48.8179685,2.4199531;Saint-Maurice;
12125;Pyramide - Parc Floral;OUI;50;11;38;27;11;OUI;OUI;2022-03-05T14:41:54+01:00;48.837442,2.440452;Paris;
22403;Pierre Brossolette - Adolphe Pinard;OUI;24;24;0;0;0;OUI;OUI;2022-03-05T14:41:55+01:00;48.82177227954821,2.313155829906464;Malakoff;
31101;Jules Guesde - Laennec;OUI;19;8;9;1;8;OUI;OUI;2022-03-05T14:39:50+01:00;48.87628983900398,2.5006942078471184;Rosny-sous-Bois;
13117;Stade Georges Carpentier;OUI;40;34;6;4;2;OUI;OUI;2022-03-05T14:42:02+01:00;48.82048243838136,2.366832196712494;Paris;
31026;Demi-Lune - Aristide Briand;OUI;20;16;4;0;4;OUI;OUI;2022-03-05T14:42:49+01:00;48.87626381919953,2.4562818557024;Montreuil;
92005;Gare de Nanterre Ville;OUI;43;6;36;27;9;OUI;OUI;2022-03-05T14:43:01+01:00;48.8950295,2.1957932;Nanterre;
22010;Charles de Gaulle - Louis-Philippe;OUI;28;15;11;9;2;OUI;OUI;2022-03-05T14:38:31+01:00;48.88162131114395,2.2712830090406526;Neuilly-sur-Seine;
22103;Senard - Charles Blum;OUI;24;21;1;1;0;OUI;OUI;2022-03-05T14:42:00+01:00;48.857315824799,2.221091687679291;Saint-Cloud;
13020;Paul Klee - Place Augusta Holmes;OUI;43;31;9;9;0;OUI;OUI;2022-03-05T14:42:11+01:00;48.838946417408025,2.3704235663952966;Paris;
22009;Charles de Gaulle - Orléans;OUI;26;14;11;7;4;OUI;OUI;2022-03-05T14:41:03+01:00;48.88092225101522,2.271581590175629;Neuilly-sur-Seine;
11031;Jacquard - Ternaux;OUI;39;37;2;0;2;OUI;OUI;2022-03-05T14:40:46+01:00;48.8646605,2.373162;Paris;
14128;Gergovie - Vercingétorix;OUI;29;26;2;1;1;OUI;OUI;2022-03-05T14:42:35+01:00;48.83453413883994,2.313154547426182;Paris;
35011;Honoré d'Estienne d'Ovres - Grilles;OUI;18;8;10;8;2;OUI;OUI;2022-03-05T14:37:30+01:00;48.89056394743836,2.4064831843792427;Pantin;
20004;Commandant l'Herminier - Gallieni;OUI;17;17;0;0;0;OUI;OUI;2022-03-05T14:42:06+01:00;48.847040552603,2.4160453677177;Paris;
